gene_id;C1A;C1B;C1C;T2A;T2B;T2C;T3A;T3B;T3C;H4A;H4B;H4C;H5A;H5B;H5C;P6A;P6B;P6C;P7A;P7B;P7C;gene_name;gene_chr;gene_start;gene_end;gene_strand;gene_length;gene_biotype;gene_description;tf_family
D9Q99_RS10735;172.2295843;158.5601646;169.2125322;128.5895304;195.1825841;191.1407533;196.3399544;190.5138733;194.8280301;194.1726071;150.7580358;190.4069708;201.1628089;189.8805923;201.0478019;183.0728691;149.053647;304.3013982;158.0070787;190.8162444;195.4705065;clcB;NZ_CP033020.1;2249873;2251165;-;1293;protein_coding;voltage-gated ClC-type chloride channel ClcB&&sp|A7ZM51|CLCB_ECO24 Voltage-gated ClC-type chloride channel ClcB OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=clcB PE=3 SV=1 && PF00654:Voltage gated chloride channel;Voltage_CLC
D9Q99_RS18870;251.4598606;258.1752096;253.8344162;192.684836;175.0655795;177.2919613;193.1894792;192.4218552;196.0978897;165.709957;199.8528311;157.5662671;172.6380646;174.8660927;167.8942186;143.2775837;201.3958782;115.5770931;156.0869961;172.2194946;186.8395219;ilvN;NZ_CP033020.1;3907089;3907580;-;492;protein_coding;acetolactate synthase small subunit&&sp|P00894|ILVH_ECOLI Acetolactate synthase isozyme 3 small subunit OS=Escherichia coli (strain K12) OX=83333 GN=ilvH PE=1 SV=3 && PF13710:ACT domain|PF10369:Small subunit of acetolactate synthase;-
D9Q99_RS03615;219.4975203;207.5132686;206.3775433;141.5043948;178.7591038;193.2416235;184.9339422;188.3709365;182.4012293;169.6219105;160.324833;173.7618393;179.1553476;169.9854512;168.9845076;157.4702321;183.1424111;248.4526077;218.0629232;182.8078205;189.2240527;gpr;NZ_CP033020.1;745582;746622;-;1041;protein_coding;L-glyceraldehyde 3-phosphate reductase&&sp|Q46851|GPR_ECOLI L-glyceraldehyde 3-phosphate reductase OS=Escherichia coli (strain K12) OX=83333 GN=gpr PE=1 SV=1 && PF00248:Aldo/keto reductase family;Aldo_ket_red
D9Q99_RS10420;157.0061317;150.1085051;152.5311067;183.2176898;205.4020036;205.3300798;197.1619104;186.9592895;194.985516;201.9290755;186.5810248;201.5649178;200.1058877;198.8182919;188.9137291;183.939307;179.4433445;205.9985021;172.6071457;178.7953184;171.9272069;lhr;NZ_CP033020.1;2182924;2187540;-;4617;protein_coding;ATP-dependent helicase&&sp|P30015|LHR_ECOLI Probable ATP-dependent helicase lhr OS=Escherichia coli (strain K12) OX=83333 GN=lhr PE=3 SV=2 && PF00270:DEAD/DEAH box helicase|PF00271:Helicase conserved C-terminal domain|PF08494:DEAD/H associated;DEAD
D9Q99_RS00305;183.2862984;182.1211951;182.6138876;171.434897;192.9803836;199.4938432;204.9285972;191.0636886;183.3482563;192.1940263;215.0001871;183.9270292;186.1348108;181.8518656;178.7430486;164.7729396;199.4720083;178.068522;176.2475873;181.9931104;171.6690317;yicH;NZ_CP033020.1;59560;61269;-;1710;protein_coding;AsmA family protein&&sp|P31433|YICH_ECOLI AsmA family protein YicH OS=Escherichia coli (strain K12) OX=83333 GN=yicH PE=3 SV=2 && PF05170:AsmA family;-
D9Q99_RS08360;181.1382507;190.1310067;183.6873647;114.3902737;205.266836;208.3641219;198.5192179;186.2992622;195.3214118;205.1701822;207.3203758;215.0473731;212.5497051;194.7358938;196.9376702;179.0862317;187.1322172;84.33656628;161.9750802;200.04996;189.4657619;wzxC;NZ_CP033020.1;1772446;1773924;+;1479;protein_coding;colanic acid undecaprenyl disphosphate flippase WzxC&&sp|P77377|WZXC_ECOLI Lipopolysaccharide biosynthesis protein WzxC OS=Escherichia coli (strain K12) OX=83333 GN=wzxC PE=1 SV=1 && PF13440:Polysaccharide biosynthesis protein;-
D9Q99_RS05940;166.2585043;155.7167317;163.314849;231.4487416;171.5737128;173.4943979;166.0541026;164.7633224;163.814137;155.5204057;152.6954142;162.8780311;157.7638354;152.2123732;146.5246204;182.2802724;165.2728669;440.295387;299.6517109;155.5192949;169.810886;glyA;NZ_CP033020.1;1226591;1227844;+;1254;protein_coding;serine hydroxymethyltransferase&&sp|A7ZPZ4|GLYA_ECO24 Serine hydroxymethyltransferase OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=glyA PE=3 SV=1 && PF00464:Serine hydroxymethyltransferase;SHMT
D9Q99_RS08505;104.880493;93.9357667;100.065913;293.3157268;124.2557368;115.5146461;114.5090454;113.9128873;123.0701627;117.0291989;129.1388221;111.3084565;125.4421353;115.1728482;113.795692;220.376184;200.0180914;991.5520378;321.9907845;135.6498237;131.7704549;hisG;NZ_CP033020.1;1803458;1804357;-;900;protein_coding;ATP phosphoribosyltransferase&&sp|A7ZNJ1|HIS1_ECO24 ATP phosphoribosyltransferase OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=hisG PE=3 SV=1 && PF01634:ATP phosphoribosyltransferase|PF08029:HisG, C-terminal domain;-
Novel00038;137.0913233;137.3330449;134.4415861;151.1110164;198.0649681;206.6334281;199.1366477;174.5470028;197.0842586;182.4471754;193.2894393;219.8495061;189.1388073;200.3122645;187.4898102;192.7764551;201.4118358;239.1663277;172.053283;189.9568991;190.7436742;-;NZ_CP033020.1;508819;509677;-;859;-;PF04632:Fusaric acid resistance protein family;-
D9Q99_RS09960;210.2922506;205.0492436;217.9216658;195.5203319;172.5179561;164.7584295;184.5095067;172.7389312;187.2130354;188.767744;171.3586854;187.466424;185.0857418;199.9429259;188.7203873;177.3245938;190.1562797;136.2448061;158.0788091;203.9543488;195.689032;nadE;NZ_CP033020.1;2092580;2093407;-;828;protein_coding;ammonia-dependent NAD(+) synthetase&&sp|C4ZZ96|NADE_ECOBW NH(3)-dependent NAD(+) synthetase OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=nadE PE=3 SV=1 && PF02540:NAD synthase;NAD_synthase
D9Q99_RS04695;198.5357964;206.2524756;198.8403013;210.5136795;201.2528559;183.3351834;179.1890063;195.4373452;177.2140664;182.9189465;192.5888106;168.5237168;177.0474211;171.8145873;174.9376555;171.9687971;188.2331776;174.0702693;181.79384;175.8998477;182.8608687;amiC;NZ_CP033020.1;970871;972124;+;1254;protein_coding;N-acetylmuramoyl-L-alanine amidase AmiC&&sp|P63884|AMIC_ECOL6 N-acetylmuramoyl-L-alanine amidase AmiC OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=amiC PE=3 SV=1 && PF11741:AMIN domain|PF01520:N-acetylmuramoyl-L-alanine amidase;-
D9Q99_RS20945;198.7904157;199.1195935;198.2743462;211.320223;173.8129647;163.9489645;192.2433722;186.7180081;180.8418111;180.5535399;177.1639055;186.7757362;181.6405967;186.8975042;188.8134763;197.9029346;183.1367765;153.6281672;165.4450136;194.4534773;191.3730294;tyrB;NZ_CP033020.1;4361636;4362829;-;1194;protein_coding;aromatic amino acid transaminase&&sp|P04693|TYRB_ECOLI Aromatic-amino-acid aminotransferase OS=Escherichia coli (strain K12) OX=83333 GN=tyrB PE=1 SV=1 && PF00155:Aminotransferase class I and II;Aminotran_1_2
D9Q99_RS12975;257.1421697;314.9932493;288.9420706;252.3101923;136.8460741;144.794524;168.326894;183.4989617;147.7101923;181.2118679;144.6636249;179.9794562;170.9038293;167.4484086;173.9328692;176.8782214;142.281136;127.7058448;114.123316;222.3087675;196.0658441;ycgZ;NZ_CP033020.1;2705697;2705933;-;237;protein_coding;regulatory protein YcgZ&&sp|P75991|YCGZ_ECOLI Probable two-component-system connector protein YcgZ OS=Escherichia coli (strain K12) OX=83333 GN=ycgZ PE=2 SV=1 && -;-
D9Q99_RS01655;174.4558187;174.4666602;173.9105071;167.3848276;209.1596546;205.9273448;189.1115162;185.6583499;200.9663991;174.5101949;182.0149349;188.2232456;174.4595174;181.372585;164.3441343;168.0390154;172.4182947;265.8435241;200.1564336;164.7138478;173.3068599;mrcA;NZ_CP033020.1;369459;372011;-;2553;protein_coding;peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA&&sp|P02918|PBPA_ECOLI Penicillin-binding protein 1A OS=Escherichia coli (strain K12) OX=83333 GN=mrcA PE=1 SV=1 && PF00905:Penicillin binding protein transpeptidase domain|PF17092:Penicillin-binding protein OB-like domain|PF00912:Transglycosylase;-
Novel00042;191.7910603;151.1490779;156.3024058;190.5962941;228.0789147;192.5777706;213.3593375;185.1005125;196.9161501;198.0148126;175.1999325;201.1275515;198.3648224;179.6303797;196.9959815;183.6731531;155.486293;158.9396865;168.7707379;177.6047593;189.9799565;-;NZ_CP033020.1;560573;560924;-;352;-;PF01728:FtsJ-like methyltransferase;-
D9Q99_RS02370;197.9536135;184.1965414;196.6941775;15.79576884;215.1888386;208.1033424;196.7542698;218.4032005;188.8962732;194.8641557;211.7384356;203.8286146;226.7935899;208.1308201;198.9984195;189.4840153;191.342643;78.36145757;139.4905926;222.8537888;201.0605838;D9Q99_RS02370;NZ_CP033020.1;490324;491154;-;831;protein_coding;hypothetical protein&&-- && -;-
D9Q99_RS18735;164.2923733;176.2113295;165.2653634;172.1559356;217.00349;215.8390565;209.144544;211.4226808;207.0756921;188.4496748;186.9516257;182.435897;178.1459483;192.7616818;172.1272679;167.8171654;168.1826895;175.3506537;177.054783;178.4543562;182.2160233;hofC;NZ_CP033020.1;3879213;3880415;+;1203;protein_coding;protein transport protein HofC&&sp|P36646|HOFC_ECOLI Protein transport protein HofC homolog OS=Escherichia coli (strain K12) OX=83333 GN=hofC PE=3 SV=3 && PF00482:Type II secretion system (T2SS), protein F;-
D9Q99_RS05625;199.7350687;204.9680788;201.4616222;222.1144475;177.0891775;172.1981932;182.4611453;185.9125074;181.7007522;182.495703;184.467277;175.6170142;181.7848789;180.065442;177.6525264;173.069029;175.1433077;179.5838072;179.3841433;187.1232211;182.0966247;yfjD;NZ_CP033020.1;1162132;1163418;-;1287;protein_coding;HlyC/CorC family transporter&&sp|P37908|YFJD_ECOLI UPF0053 inner membrane protein YfjD OS=Escherichia coli (strain K12) OX=83333 GN=yfjD PE=1 SV=5 && PF01595:Cyclin M transmembrane N-terminal domain|PF03471:Transporter associated domain;-
D9Q99_RS10050;194.3945589;216.1664634;199.0255033;144.1181808;147.1053178;159.0233439;191.7266307;196.5097112;170.654898;199.4352087;184.9480589;220.8322217;197.7301147;191.7813266;208.4028817;192.6206718;171.2175458;124.4631045;151.4502109;214.4661244;208.9538292;ydiY;NZ_CP033020.1;2109781;2110539;+;759;protein_coding;YdiY family protein&&sp|P76206|YDIY_ECOLI Uncharacterized protein YdiY OS=Escherichia coli (strain K12) OX=83333 GN=ydiY PE=3 SV=1 && PF04338:Protein of unknown function, DUF481;-
D9Q99_RS13325;180.5758295;200.0670508;172.6732005;108.4238745;214.2022757;201.8820627;221.4129836;199.9220306;185.3624767;205.6441603;235.7975849;197.3654534;191.0028757;186.075763;187.3626867;156.5434619;214.6027871;118.7689414;134.3558669;191.4080159;181.1999196;flgN;NZ_CP033020.1;2775429;2775845;+;417;protein_coding;flagella biosynthesis chaperone FlgN&&sp|P43533|FLGN_ECOLI Flagella synthesis protein FlgN OS=Escherichia coli (strain K12) OX=83333 GN=flgN PE=1 SV=2 && PF05130:FlgN protein;-
D9Q99_RS00760;173.2846349;171.3293364;168.9246089;125.8583341;198.2182227;216.241358;207.8743928;192.1999377;190.9705337;204.5445735;179.3273812;201.6992846;207.5230726;207.0856252;212.4933613;194.7951986;169.1956602;131.9096674;140.5645049;204.9101042;185.2824391;xylH;NZ_CP033020.1;159878;161059;-;1182;protein_coding;xylose ABC transporter permease XylH&&sp|P0AGI6|XYLH_ECO57 Xylose transport system permease protein XylH OS=Escherichia coli O157:H7 OX=83334 GN=xylH PE=3 SV=1 && PF02653:Branched-chain amino acid transport system / permease component;BPD_transp_2
D9Q99_RS17670;178.3396511;186.4963318;183.1115563;194.7396918;162.9614615;189.5362264;172.2901693;159.2310433;174.2409571;169.0793147;189.2894376;156.7118838;171.1719535;167.2904317;163.7094102;143.7785543;201.9111104;361.3055169;225.9423971;160.8495933;172.1872717;dinB;NZ_CP033020.1;3667455;3668510;-;1056;protein_coding;DNA polymerase IV&&sp|B1J100|DPO4_ECOLC DNA polymerase IV OS=Escherichia coli (strain ATCC 8739 / DSM 1576 / NBRC 3972 / NCIMB 8545 / WDCM 00012 / Crooks) OX=481805 GN=dinB PE=3 SV=1 && PF11798:IMS family HHH motif|PF00817:impB/mucB/samB family|PF11799:impB/mucB/samB family C-terminal domain;IMS
D9Q99_RS00310;160.7485795;163.0921928;166.7714053;185.4527659;214.021832;198.920301;194.4259723;187.9048327;199.4813413;192.4005995;190.0710143;195.0474887;194.456156;196.6945163;177.910985;174.3975567;176.0941348;177.8974445;171.7515499;184.448057;181.4233706;xanP;NZ_CP033020.1;61390;62781;-;1392;protein_coding;xanthine/proton symporter XanP&&sp|P0AGN1|XANP_ECO57 Xanthine permease XanP OS=Escherichia coli O157:H7 OX=83334 GN=xanP PE=3 SV=1 && PF00860:Permease family;-
D9Q99_RS11250;182.2958962;188.3861262;177.4037918;166.9785074;165.0167228;163.5651079;160.4508636;171.3171097;160.8846843;170.6275562;174.9951162;168.2053962;163.0789103;167.1331562;172.8878212;171.5795513;179.759258;375.4130739;240.7590668;186.2364142;176.2416103;dgcF;NZ_CP033020.1;2331927;2332913;+;987;protein_coding;diguanylate cyclase&&sp|Q8XAZ4|DGCF_ECO57 Probable diguanylate cyclase DgcF OS=Escherichia coli O157:H7 OX=83334 GN=dgcF PE=3 SV=1 && PF00990:Diguanylate cyclase, GGDEF domain;GGDEF
Novel00094;272.4995156;230.6803991;235.5158581;165.7359079;154.0665516;152.7175338;175.5814267;182.4243605;178.6168715;162.0121194;162.3356018;163.4161356;174.7499626;159.8584176;174.300592;196.708022;162.8553117;231.8956082;166.0264983;187.6578589;193.4237019;-;NZ_CP033020.1;1174592;1174943;+;352;-;PF02482:Sigma 54 modulation protein / S30EA ribosomal protein;-
D9Q99_RS10110;220.5301628;210.6843131;221.4053159;237.7949983;168.5581767;169.352066;171.6431168;187.1496434;171.4851111;189.2779271;203.1303566;192.3828753;188.0974921;197.7074281;188.7203873;179.4655867;169.1670363;109.6604537;155.7455425;178.7865246;172.0209072;btuE;NZ_CP033020.1;2121755;2122306;+;552;protein_coding;bifunctional thioredoxin/glutathione peroxidase&&sp|P06610|BTUE_ECOLI Thioredoxin/glutathione peroxidase BtuE OS=Escherichia coli (strain K12) OX=83333 GN=btuE PE=1 SV=1 && PF00255:Glutathione peroxidase;GSHPx
D9Q99_RS14880;202.3459847;236.297677;223.7078994;317.8729721;145.4169296;169.4070326;177.2655818;164.3813016;155.2888614;164.2789556;196.7399637;191.7415991;172.7719658;169.911592;174.4557741;151.9620617;175.6975587;164.6184899;207.4363708;150.3859683;170.5193608;mntR;NZ_CP033020.1;3088100;3088567;-;468;protein_coding;manganese-binding transcriptional regulator MntR&&sp|P0A9F2|MNTR_ECOL6 Transcriptional regulator MntR OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=mntR PE=3 SV=1 && PF01325:Iron dependent repressor, N-terminal DNA binding domain|PF02742:Iron dependent repressor, metal binding and dimerisation domain;Fe_dep_repr_C
D9Q99_RS00965;186.2665634;185.8307917;182.6855051;209.4830012;228.9380692;207.0696809;205.4408522;193.308265;195.686783;197.1601868;180.7635743;179.7102834;172.8428547;193.6937099;174.4974083;158.4437185;170.114494;154.1027908;162.3042979;169.7776095;174.1097963;bcsZ;NZ_CP033020.1;204346;205452;+;1107;protein_coding;cellulose synthase complex periplasmic endoglucanase BcsZ&&sp|Q8X5L9|GUN_ECO57 Endoglucanase OS=Escherichia coli O157:H7 OX=83334 GN=bcsZ PE=3 SV=1 && PF01270:Glycosyl hydrolases family 8;-
D9Q99_RS13595;238.7884873;251.9659055;227.8746921;127.8163622;183.8832917;194.7069267;181.8542314;182.3077937;195.6903462;170.7795984;171.0872581;173.6684472;166.0357467;162.9104875;186.5298197;151.767488;153.4416498;202.3780631;187.4500342;186.1335496;184.3275073;rutR;NZ_CP033020.1;2830201;2830839;-;639;protein_coding;HTH-type transcriptional regulator RutR&&sp|P0ACU3|RUTR_ECOL6 HTH-type transcriptional regulator RutR OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=rutR PE=3 SV=1 && PF00440:Bacterial regulatory proteins, tetR family|PF08362:YcdC-like protein, C-terminal region;TetR_N
D9Q99_RS19395;213.0797502;190.8634469;194.5396359;180.0587642;175.0388967;189.9156783;163.2378865;195.7665751;174.6043888;172.101763;231.6033296;163.8817086;213.6415959;159.9622892;168.6519617;203.408325;195.3426765;152.8600264;199.7535422;177.1772612;165.8666525;ytjA;NZ_CP033020.1;4026042;4026203;-;162;protein_coding;DUF1328 family protein&&sp|A7ZVR8|YTJA_ECO24 UPF0391 membrane protein YtjA OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=ytjA PE=3 SV=1 && PF07043:Protein of unknown function (DUF1328);-
D9Q99_RS11780;208.9927472;217.415758;201.2637359;206.1833616;155.9965792;176.9698465;177.5336942;169.6170617;162.5339652;171.8223771;206.4856348;173.4365975;172.8382835;173.9712315;175.1111416;165.4186938;187.9801561;197.2167305;195.1350402;197.7641495;186.8505211;ydcJ;NZ_CP033020.1;2454663;2456006;-;1344;protein_coding;VOC family protein&&sp|P76097|YDCJ_ECOLI Uncharacterized protein YdcJ OS=Escherichia coli (strain K12) OX=83333 GN=ydcJ PE=4 SV=1 && PF07063:Domain of unknown function (DUF1338);-
D9Q99_RS18115;162.0210372;146.2041933;162.3137144;72.52090556;242.1774348;218.5454293;196.4729656;200.6604717;208.3676684;212.3827382;222.3815548;208.6096445;195.1117994;214.6196485;209.2088597;166.308604;201.5881221;96.2764807;179.6744157;187.5426607;177.4765603;D9Q99_RS18115;NZ_CP033020.1;3751712;3752254;+;543;protein_coding;DUF4339 domain-containing protein&&-- && PF14237:GYF domain 2;-
D9Q99_RS14060;202.4116814;152.2419035;205.5127333;198.8830895;155.8407385;141.2374197;142.8528361;139.5846894;141.3931837;144.3155575;150.8714704;149.3132632;140.5850875;141.1081069;146.72029;173.5725404;217.1404155;519.6248299;310.7524698;160.4240653;143.653381;ldtD;NZ_CP033020.1;2922814;2924661;-;1848;protein_coding;L%2CD-transpeptidase&&sp|P22525|YCBB_ECOLI Probable L,D-transpeptidase YcbB OS=Escherichia coli (strain K12) OX=83333 GN=ycbB PE=1 SV=2 && PF01471:Putative peptidoglycan binding domain|PF03734:L,D-transpeptidase catalytic domain;PG_binding_1
D9Q99_RS18665;176.9462063;188.6832627;169.4529193;181.6215383;188.3732277;204.9813508;206.4242073;198.4728569;195.16028;182.9651333;193.9320008;181.4448804;191.4377969;200.0468555;175.6526091;187.0462701;175.5365121;151.1295355;150.667386;192.3900517;185.5146387;speD;NZ_CP033020.1;3859357;3860151;+;795;protein_coding;adenosylmethionine decarboxylase&&sp|A7ZHK9|SPED_ECO24 S-adenosylmethionine decarboxylase proenzyme OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=speD PE=3 SV=1 && PF02675:S-adenosylmethionine decarboxylase;-
D9Q99_RS21210;135.8407791;146.0825776;139.9866743;157.163361;276.2804137;250.6541522;217.982888;234.5990709;216.4820204;204.9440666;151.8089601;186.655615;187.3988415;187.8650708;194.2099268;173.1989481;161.7457238;150.2245087;154.0559357;167.7827655;182.2942028;yjaH;NZ_CP033020.1;4428058;4428753;-;696;protein_coding;DUF1481 domain-containing protein&&sp|P32681|YJAH_ECOLI Uncharacterized protein YjaH OS=Escherichia coli (strain K12) OX=83333 GN=yjaH PE=4 SV=1 && PF07356:Protein of unknown function (DUF1481);-
D9Q99_RS02970;187.4347537;182.4379434;180.6910516;158.4517125;144.844687;143.1672036;152.230989;145.7588757;144.5240287;149.5025416;137.3647334;164.9742533;149.0826508;144.0574673;150.5046161;216.2822697;201.7473544;506.1365318;285.6177514;161.4012037;170.3562762;agaR;NZ_CP033020.1;611952;612761;+;810;protein_coding;aga operon transcriptional regulator AgaR&&sp|P0ACK4|AGAR_ECO57 Putative aga operon transcriptional repressor OS=Escherichia coli O157:H7 OX=83334 GN=agaR PE=3 SV=1 && PF00455:DeoR C terminal sensor domain|PF08220:DeoR-like helix-turn-helix domain;DeoR
D9Q99_RS22585;177.9976756;173.2886543;169.0815519;179.0119109;174.0212287;177.3452309;180.0063763;153.7554197;177.8407814;183.5630855;178.577868;183.3950655;178.2769365;174.4811255;169.8905318;179.4568002;228.5576341;276.0960166;204.0522995;169.6702285;186.1105629;pstB;NZ_CP033020.1;4717691;4718464;+;774;protein_coding;phosphate ABC transporter ATP-binding protein PstB&&sp|P0AAH2|PSTB_ECO57 Phosphate import ATP-binding protein PstB OS=Escherichia coli O157:H7 OX=83334 GN=pstB PE=3 SV=2 && PF00005:ABC transporter;ABC_tran
D9Q99_RS00170;159.1996049;148.2340476;158.1691094;150.5364389;195.5193361;195.3609095;172.3337525;176.3935849;186.2318108;174.4049246;186.8069566;185.6771439;171.0818676;168.3745192;183.8364957;151.7426366;194.8712662;394.1771239;201.8571669;161.6660887;157.5926281;uhpA;NZ_CP033020.1;30593;31183;+;591;protein_coding;transcriptional regulator UhpA&&sp|P0AGA8|UHPA_ECO57 Transcriptional regulatory protein UhpA OS=Escherichia coli O157:H7 OX=83334 GN=uhpA PE=3 SV=1 && PF00072:Response regulator receiver domain|PF00196:Bacterial regulatory proteins, luxR family;Response_reg
D9Q99_RS06400;169.8881772;168.1118724;164.3243852;168.2364848;172.8739419;165.1162496;163.3066182;162.3720006;169.324858;167.3051469;168.4378299;162.2428915;164.9228666;168.7974995;153.0481514;151.4788979;193.6319533;438.0646545;279.8354121;164.2594166;156.4870147;maeB;NZ_CP033020.1;1333538;1335817;+;2280;protein_coding;NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase&&sp|P76558|MAO2_ECOLI NADP-dependent malic enzyme OS=Escherichia coli (strain K12) OX=83333 GN=maeB PE=1 SV=1 && PF01515:Phosphate acetyl/butaryl transferase|PF00390:Malic enzyme, N-terminal domain|PF03949:Malic enzyme, NAD binding domain;malic
D9Q99_RS20135;174.371085;186.6016195;183.0203761;166.9214294;196.4961863;204.3543933;199.4284565;200.6871517;190.4117508;202.956527;186.1704136;187.1205569;202.270227;198.0747022;195.662181;184.2410659;173.6684768;126.6179618;135.775084;184.9220607;191.9169606;ulaA;NZ_CP033020.1;4171770;4173167;-;1398;protein_coding;PTS ascorbate transporter subunit IIC&&sp|Q8FAJ3|ULAA_ECOL6 Ascorbate-specific PTS system EIIC component OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=ulaA PE=3 SV=1 && PF03611:PTS system sugar-specific permease component;-
D9Q99_RS00055;181.7177037;170.3103723;173.2183604;180.2468151;223.345976;225.5415557;221.7356231;210.0177623;213.7609452;212.1349289;190.8584925;179.4568893;197.6989204;191.124208;183.415092;157.5528805;158.0266484;101.3745345;138.296303;180.6816436;180.9330064;dgoD;NZ_CP033020.1;10732;11880;+;1149;protein_coding;galactonate dehydratase&&sp|B1LL17|DGOD2_ECOSM D-galactonate dehydratase 2 OS=Escherichia coli (strain SMS-3-5 / SECEC) OX=439855 GN=dgoD2 PE=3 SV=1 && PF02746:Mandelate racemase / muconate lactonizing enzyme, N-terminal domain|PF13378:Enolase C-terminal domain-like;MR_MLE_N
D9Q99_RS13780;155.0123602;161.0945587;154.4049918;145.3756003;218.9813071;201.4325962;187.9848406;172.0404867;181.3582873;200.5069084;183.2511916;195.8943297;193.1007721;184.8835708;182.8369963;169.1411342;174.9409792;260.6040838;199.1341065;180.4337977;168.6878022;appC;NZ_CP033020.1;2865203;2866747;-;1545;protein_coding;cytochrome bd-II oxidase subunit 1&&sp|P26459|APPC_ECOLI Cytochrome bd-II ubiquinol oxidase subunit 1 OS=Escherichia coli (strain K12) OX=83333 GN=appC PE=1 SV=1 && PF01654:Cytochrome bd terminal oxidase subunit I;-
D9Q99_RS11865;206.1349968;220.8077451;203.737559;142.2903405;160.759809;165.9044377;178.3152494;172.1357321;179.2244449;188.5650929;203.8599054;192.2041223;198.3538515;201.2228458;188.5388517;179.4905993;205.1616949;141.6751464;170.5317047;188.3739914;182.3225225;pdxI;NZ_CP033020.1;2476215;2477075;-;861;protein_coding;pyridoxine 4-dehydrogenase&&sp|P25906|PDXI_ECOLI Pyridoxine 4-dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=pdxI PE=1 SV=1 && PF00248:Aldo/keto reductase family;Aldo_ket_red
D9Q99_RS19070;152.8639831;164.2071087;157.0903093;205.9588425;214.9130592;211.7930433;186.9665408;196.1866955;205.9050975;207.6319524;189.4292564;201.9862241;206.3527717;205.5847498;199.7850176;177.0516187;172.5003769;100.1496725;130.4617834;189.0078099;193.2418073;caiB;NZ_CP033020.1;3954432;3955649;+;1218;protein_coding;L-carnitine CoA-transferase&&sp|C4ZPW4|CAIB_ECOBW L-carnitine CoA-transferase OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=caiB PE=3 SV=1 && PF02515:CoA-transferase family III;CoA_transf_3
D9Q99_RS04180;138.4935329;134.7082723;169.1966925;279.6042053;180.8999789;159.7030492;156.0704021;146.9680429;161.5536221;154.9159063;188.8165076;147.6463808;157.1387425;165.2146409;152.6008205;222.9660482;188.1581544;308.8881362;306.1414972;176.9005986;172.3736344;ygfB;NZ_CP033020.1;857252;857830;+;579;protein_coding;UPF0149 family protein YgfB&&sp|A7ZR19|YGFB_ECO24 UPF0149 protein YgfB OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=ygfB PE=3 SV=1 && PF03695:Uncharacterised protein family (UPF0149);-
D9Q99_RS20405;229.627392;186.1787125;246.367525;228.1969235;163.9650073;144.3214344;158.8214212;179.429619;147.6499024;164.2789556;159.8894204;167.3600142;151.6491678;155.6344465;171.1880814;228.4205603;202.0414468;205.8930968;229.9934175;167.171724;179.3558847;groS;NZ_CP033020.1;4222164;4222457;-;294;protein_coding;co-chaperone GroES&&sp|A7ZV11|CH10_ECO24 10 kDa chaperonin OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=groS PE=3 SV=1 && PF00166:Chaperonin 10 Kd subunit;-
D9Q99_RS03750;183.0866401;218.840569;189.5044924;192.5569607;187.6519937;196.8886651;185.4821349;171.9827035;182.6786977;175.9671502;204.6377493;170.0513729;182.7450589;178.6630906;166.8766779;155.6687092;181.0640122;169.0452056;179.3046721;204.5604995;188.3000989;glcC;NZ_CP033020.1;772679;773443;-;765;protein_coding;transcriptional regulator GlcC&&sp|P0ACL6|GLCC_ECOL6 Glc operon transcriptional activator OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=glcC PE=3 SV=1 && PF07729:FCD domain|PF00392:Bacterial regulatory proteins, gntR family;FCD
D9Q99_RS00320;136.4523355;132.7897608;129.9224116;141.5043948;182.6747794;187.9640161;174.9178966;175.099005;185.4950554;172.6653659;160.1176949;179.7125872;164.7822687;170.8389346;172.3611281;164.5824373;165.94945;500.8698847;244.740834;166.9443319;154.9696472;recG;NZ_CP033020.1;64435;66516;-;2082;protein_coding;ATP-dependent DNA helicase RecG&&sp|P24230|RECG_ECOLI ATP-dependent DNA helicase RecG OS=Escherichia coli (strain K12) OX=83333 GN=recG PE=1 SV=1 && PF17191:RecG wedge domain|PF00271:Helicase conserved C-terminal domain|PF00270:DEAD/DEAH box helicase;DEAD
